text,label,clean_text,token_length
"U.S.-Led Forces Tighten Hold on Rebel Iraqi City. SAMARRA, Iraq (Reuters) - U.S. and Iraqi forces tightened their grip on Samarra Saturday, pushing ahead with one of the largest offensives since the fall of Saddam Hussein to try to regain control of the rebel stronghold.",World,usled force tighten hold rebel iraqi city samarra iraq reuters iraqi force tighten grip samarra saturday push ahead large offensive fall saddam hussein try regain control rebel stronghold,28
"Electronics, Health Care. Profit at Tyco #39;s electronics unit rose more than fourfold in the quarter as revenue climbed 15 percent on higher sales volume in automotive, communications, computer and consumer electronics.",Business,electronics health care profit tyco s electronic unit rise fourfold quarter revenue climb percent high sale volume automotive communication computer consumer electronic,22
"Abbey top job for Santander man. The new owners of Abbey National, Banco Santander Central Hispano, yesterday appointed their own man to head up their 9.1bn acquisition and pledged not to close any of Abbey #39;s 740 branches.",Business,abbey job santander man new owner abbey national banco santander central hispano yesterday appoint man head bn acquisition pledge close abbey s branch,23
"US trade deficit hits another record. WASHINGTON - The US trade deficit continues to swell to new records, hitting $55.5 billion US in October. The US Commerce Department said Tuesday that the trade deficit grew by 8.9 per cent from September, even",Business,trade deficit hit record washington trade deficit continue swell new record hit billion october commerce department say tuesday trade deficit grow cent september,23
"Russian financial markets must be developed - Fradkov. MOSCOW. Sept 27 (Interfax) - A whole set of laws on financial markets regulation will be drafted in the coming months, Russian Prime Minister Mikhail Fradkov said at the investment conference organized by Brunswick UBS.",Business,russian financial market develop fradkov moscow sept interfax set law financial market regulation draft come month russian prime minister mikhail fradkov say investment conference organize brunswick ubs,27
"Australia #39;s Ronin Confirms Approach From Another Party. SYDNEY (Dow Jones)--Ronin Property Group (RPH.AU), the target of aA $1.3 billion takeover bid by Multiplex Group (MXGCA.AU), said Monday it has received an approach from a third party.",Business,australia s ronin confirm approach party sydney dow jonesronin property group rphau target aa billion takeover bid multiplex group mxgcaau say monday receive approach party,25
"Powell calls Russian FM over Georgian conflict. WASHINGTON, Aug. 17 (Xinhuanet) -- US Secretary of State Colin Powell has called Russian Foreign Minister Sergei Lavrov over the conflict in Georgia #39;s breakaway region of South Ossetia, State Department deputy spokesman Adam Ereli said on Tuesday.",World,powell call russian fm georgian conflict washington aug xinhuanet secretary state colin powell call russian foreign minister sergei lavrov conflict georgia s breakaway region south ossetia state department deputy spokesman adam ereli say tuesday,34
News: Senior Republican charged in phone jamming plot. A former Bush campaign official has been charged with plotting to jam the phone networks of political opponents during the November 2002 election.,Sci_Tech,news senior republican charge phone jamming plot bush campaign official charge plot jam phone network political opponent november election,19
"Canadian drug vendor wins deals with 2 states. The Canadian pharmacy manager that arranges prescription shipments to Springfield's city employees landed a chunk of new business yesterday, emerging as the sole supplier for a new prescription importation website unveiled by Illinois and Wisconsin.",Business,canadian drug vendor win deal state canadian pharmacy manager arrange prescription shipment springfield city employee land chunk new business yesterday emerge sole supplier new prescription importation website unveil illinois wisconsin,30
"TiVo Users to Still See Many Ads. NEW YORK (Reuters) - TiVo Inc.&lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=TIVO.O qtype=sym infotype=info qcat=news""&gt;TIVO.O&lt;/A&gt;, maker of digital television video recorders, will next year add ways for viewers to see advertising and corporate logos even as they try to skip commercials, the company said on Wednesday.",Sci_Tech,tivo user ad new york reuters tivo inclta href qtypesym infotypeinfo qcatnewsgttivooltagt maker digital television video recorder year add way viewer advertising corporate logo try skip commercial company say wednesday,30
"Mortal Kombat: Deception; Silent Hill 4: The Room; Spinrite 6.0. The sixth title in the seemingly endless Mortal Kombat franchise -- 12 years and counting -- is about much more than blood-soaked, hand-to-hand fighting.",Sci_Tech,mortal kombat deception silent hill room spinrite sixth title seemingly endless mortal kombat franchise year counting bloodsoaked handtohand fight,19
"NL Wrap: Baseball-Cubs Edge Expos to Maintain Wild-Card Pace. NEW YORK (Reuters) - The Chicago Cubs registered an important victory in their battle for the National League wild-card berth, edging out the Expos 2-1 over 11 innings in Montreal Wednesday.",Sports,nl wrap baseballcubs edge expos maintain wildcard pace new york reuters chicago cub register important victory battle national league wildcard berth edge expos innings montreal wednesday,26
El Duque seeks to stay unbeaten for Yanks. NEW YORK - Orlando Hernandez will try to continue his unbeaten season when the AL East-leading New York Yankees close out a three-game series with the Toronto Blue Jays.,Sports,el duque seek stay unbeaten yanks new york orlando hernandez try continue unbeaten season al eastleade new york yankees close threegame series toronto blue jay,25
"SAP More Friendly to Oracle-PeopleSoft (Reuters). Reuters - German business software giant SAP is starting to see the silver lining in a potential linkup between rivals Oracle and PeopleSoft , the German Sunday newspaper Welt am Sonntag reported.",Sci_Tech,sap friendly oraclepeoplesoft reuters reuters german business software giant sap start silver lining potential linkup rival oracle peoplesoft german sunday newspaper welt sonntag report,24
"Fumes 'not winter asthma trigger'. Air pollution has been wrongly blamed for worsening winter cases of asthma, say US researchers.",World,fume winter asthma trigger air pollution wrongly blame worsen winter case asthma researcher,13
"The Conference Board #39;s Index of Leading Economic Indicators &lt;b&gt;...&lt;/b&gt;. RISMedia, Oct. 22, 2004The Conference Board reports today that the Composite Index of Leading Economic Indicators declined 0.1 in September, following a 0.3 decline in August, and a 0.3 decline in July.",Business,conference board s index lead economic indicator ltbgtltbgt rismedia oct conference board report today composite index lead economic indicator decline september follow decline august decline july,26
